,homeTeam,awayTeam,homeOdds,drawOdds,awayOdds,homePastWins,homePastDraws,homePastLosses,awayPastWins,awayPastDraws,awayPastLosses,homeGoalDiff,awayGoalDiff,result,check
102,18,19,1.8,3.7,4.6,7,9,18,7,8,19,-18,-21,2,CHE - AST
103,8,11,1.9,3.85,3.85,10,9,15,8,9,17,-20,-20,2,CRY - LIV
104,3,2,1.82,4.15,3.9,19,7,8,15,11,8,23,16,1,FUL - TOT
105,9,7,2.09,4,3.15,15,7,12,15,8,11,15,5,2,MCI - LUT
106,4,0,2.05,4.1,3.2,14,6,14,21,6,7,1,27,0,MUN - ARS
107,10,13,2.03,3.7,3.5,12,6,16,14,8,12,-22,6,1,NEW - WOL
108,6,17,1.6,4.2,5.5,13,9,12,12,13,9,6,-1,0,SHU - BOU
109,15,1,3,3.6,2.3,11,10,13,15,9,10,-1,18,0,WHU - NOT
110,12,9,1.97,4.15,3.35,1,0,0,1,0,0,1,4,2,ARS - MUN
111,14,11,1.55,4.4,5.75,1,0,0,0,1,0,3,0,0,BHA - FUL
112,18,1,2.8,3.5,2.5,1,0,0,1,0,0,3,1,1,BRE - AST
113,17,15,2.6,3.45,2.7,0,0,1,0,0,1,-2,-1,0,BUR - WOL
114,8,19,1.74,3.9,4.65,0,1,0,0,0,1,0,-3,2,CRY - BOU
115,0,6,1.85,4.2,3.75,1,0,0,1,0,0,2,2,0,LIV - WHU
116,3,5,1.58,4.35,5.5,0,0,1,0,0,1,-1,-3,1,MCI - EVE
117,4,7,2.18,3.8,3.1,0,0,1,0,0,1,-2,-4,1,NEW - CHE
118,10,16,1.95,3.8,3.7,0,0,1,0,0,1,-1,-1,2,NOT - LUT
119,13,2,3.8,3.8,1.93,1,0,0,1,0,0,1,1,0,SHU - TOT
120,1,8,1.75,4.05,4.45,1,1,0,0,1,1,1,-3,1,AST - CRY
121,19,14,4.05,3.75,1.88,1,0,1,2,0,0,0,7,1,BOU - BHA
122,18,17,1.85,3.65,4.35,1,1,0,1,0,1,3,-1,1,BRE - BUR
123,11,5,2.6,3.5,2.7,0,1,1,0,1,1,-4,-3,2,FUL - EVE
124,0,15,1.58,4.55,5.25,2,0,0,0,0,2,3,-2,0,LIV - WOL
125,3,13,1.33,5.5,8.75,0,1,1,2,0,0,-1,3,0,MCI - SHU
126,9,10,1.41,5.25,6.75,2,0,0,0,0,2,5,-2,2,MUN - NOT
127,4,12,2.25,3.8,2.95,0,1,1,1,0,1,-2,0,2,NEW - ARS
128,2,16,1.43,4.85,7.25,1,0,1,1,0,1,-1,0,2,TOT - LUT
129,6,7,2.5,3.65,2.7,1,0,1,0,1,1,1,-4,2,WHU - CHE
130,1,14,2.22,3.7,3.1,1,2,0,2,1,0,1,7,2,AST - BHA
131,19,5,3,3.4,2.4,1,1,1,1,1,1,0,-2,1,BOU - EVE
132,18,0,2.85,3.8,2.3,1,2,0,3,0,0,3,7,1,BRE - LIV
133,17,8,2.75,3.55,2.5,1,1,1,0,2,1,-1,-3,1,BUR - CRY
134,7,15,1.6,4.25,5.5,1,1,1,0,0,3,-3,-6,0,CHE - WOL
135,3,11,1.39,5.25,7.25,1,1,1,0,1,2,1,-5,0,MCI - FUL
136,4,10,1.46,4.85,6.25,0,1,2,1,0,2,-4,0,0,NEW - NOT
137,13,16,2.13,3.5,3.45,2,0,1,2,0,1,1,1,0,SHU - LUT
138,2,9,2.17,4,3,1,0,2,2,0,1,-2,3,0,TOT - MUN
139,6,12,2.6,3.75,2.55,1,0,2,2,0,1,0,2,2,WHU - ARS
140,14,17,1.48,4.5,6.5,3,1,0,1,2,1,10,-1,2,BHA - BUR
141,19,11,2.5,3.5,2.8,1,2,1,0,1,3,0,-7,2,BOU - FUL
142,18,7,3,3.55,2.3,1,3,0,2,1,1,3,0,0,BRE - CHE
143,8,0,2.8,3.95,2.3,0,3,1,3,1,0,-3,7,0,CRY - LIV
144,5,1,2.7,3.5,2.55,1,2,1,1,2,1,-2,-2,2,EVE - AST
145,16,3,5,4.25,1.63,2,0,2,2,1,1,0,3,2,LUT - MCI
146,9,13,1.4,5.25,7.25,2,0,2,3,0,1,-4,2,0,MUN - SHU
147,10,6,3.1,3.75,2.19,1,0,3,1,0,3,-1,-3,0,NOT - WHU
148,2,4,2.17,3.8,3.1,2,0,2,1,1,2,5,-3,0,TOT - NEW
149,15,12,3.35,3.75,2.07,0,0,4,3,0,1,-9,5,1,WOL - ARS
